celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge_scores,total_score,avg_score,min_score,max_score,num_judges,score_std,judge_rank,contestants_this_week,judge_score_pct,is_last_week,is_eliminated,judge_rank_pct,score_vs_week_avg,score_vs_week_max,cumulative_avg_score,actual_voting_method,is_controversial
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,11,9.90566037735849,False,False,0.45454545454545453,1.7272727272727266,5.0,,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,2,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,1.0,10,12.608695652173912,False,False,0.1,6.0,0.0,21.0,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,3,"[8.0, 6.0, 8.0]",22.0,7.333333333333333,6.0,8.0,3,0.9428090415820634,4.0,9,10.628019323671497,False,False,0.4444444444444444,-1.0,5.0,25.0,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,4,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,3.0,8,13.636363636363635,False,False,0.375,2.25,2.0,24.0,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,5,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,5.0,7,13.812154696132598,False,False,0.7142857142857143,-0.8571428571428577,2.0,24.75,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,3.0,5,20.33898305084746,False,False,0.6,0.3999999999999986,4.0,24.8,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,7,"[9.5, 9.0, 10.0]",28.5,9.5,9.0,10.0,3,0.408248290463863,1.0,5,21.11111111111111,False,False,0.2,1.5,0.0,24.666666666666668,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,8,"[9.5, 8.5, 9.0]",27.0,9.0,8.5,9.5,3,0.408248290463863,2.0,4,24.770642201834864,False,False,0.5,-0.25,1.5,25.214285714285715,percentage,False
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,9,"[9.5, 10.0, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,3,33.33333333333333,True,False,0.3333333333333333,0.0,0.0,25.4375,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,1,"[9.0, 8.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,1.0,11,12.264150943396226,False,False,0.09090909090909091,6.727272727272727,0.0,,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,2,"[7.0, 6.0, 8.0]",21.0,7.0,6.0,8.0,3,0.816496580927726,7.0,10,9.130434782608695,False,False,0.7,-2.0,8.0,26.0,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,3,"[8.0, 6.0, 8.0]",22.0,7.333333333333333,6.0,8.0,3,0.9428090415820634,4.0,9,10.628019323671497,False,False,0.4444444444444444,-1.0,5.0,23.5,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,4,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,1.0,8,14.646464646464647,False,False,0.125,4.25,0.0,23.0,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,7,14.917127071823206,False,False,0.14285714285714285,1.1428571428571423,0.0,24.5,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,6,"[9.0, 9.0, 10.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,1.0,5,23.728813559322035,False,False,0.2,4.399999999999999,0.0,25.0,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,7,"[9.5, 9.0, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,3.0,5,20.74074074074074,False,False,0.6,1.0,0.5,25.5,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,8,"[9.5, 9.0, 10.0]",28.5,9.5,9.0,10.0,3,0.408248290463863,1.0,4,26.146788990825687,False,False,0.25,1.25,0.0,25.857142857142858,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,9,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,3,33.33333333333333,False,False,0.3333333333333333,0.0,0.0,26.1875,percentage,False
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,10,"[10.0, 10.0, 9.6666]",29.666600000000003,9.888866666666667,9.6666,10.0,3,0.1571662672317296,1.0,2,50.0,True,False,0.5,0.0,0.0,26.555555555555557,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,1,"[6.0, 6.0, 7.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,6.0,11,8.962264150943396,False,False,0.5454545454545454,-0.2727272727272734,7.0,,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,2,"[9.0, 8.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,2.0,10,11.304347826086957,False,False,0.2,3.0,3.0,19.0,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,3,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,9,13.043478260869565,False,False,0.1111111111111111,4.0,0.0,22.5,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,4,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,8,12.121212121212121,False,False,0.5,-0.75,5.0,24.0,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,7,14.917127071823206,False,False,0.14285714285714285,1.1428571428571423,0.0,24.0,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,6,"[9.0, 7.0, 7.0]",23.0,7.666666666666667,7.0,9.0,3,0.9428090415820634,4.0,5,19.491525423728813,False,False,0.8,-0.6000000000000014,5.0,24.6,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,7,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,4.0,5,20.0,False,False,0.8,0.0,1.5,24.333333333333332,percentage,False
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,8,"[8.5, 9.0, 9.0]",26.5,8.833333333333334,8.5,9.0,3,0.23570226039551584,4.0,4,24.31192660550459,True,True,1.0,-0.75,2.0,24.714285714285715,percentage,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,10.0,11,7.0754716981132075,False,False,0.9090909090909091,-4.272727272727273,11.0,,percentage,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,7.0,10,9.130434782608695,False,False,0.7,-2.0,8.0,15.0,percentage,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,3,"[8.0, 9.0, 8.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,3.0,9,12.077294685990339,False,False,0.3333333333333333,2.0,2.0,18.0,percentage,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,4,"[6.0, 7.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,8.0,8,10.1010101010101,False,False,1.0,-4.75,9.0,20.333333333333332,percentage,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,6.0,7,13.259668508287293,True,True,0.8571428571428571,-1.8571428571428577,3.0,20.25,percentage,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,1,"[7.0, 5.0, 6.0]",18.0,6.0,5.0,7.0,3,0.816496580927726,7.0,11,8.49056603773585,False,False,0.6363636363636364,-1.2727272727272734,8.0,,percentage,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,2,"[8.0, 7.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,6.0,10,9.565217391304348,True,True,0.6,-1.0,7.0,18.0,percentage,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,1,"[5.0, 4.0, 3.0]",12.0,4.0,3.0,5.0,3,0.816496580927726,11.0,11,5.660377358490567,True,True,1.0,-7.272727272727273,14.0,,percentage,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,1,"[6.0, 8.0, 8.0]",22.0,7.333333333333333,6.0,8.0,3,0.9428090415820634,3.0,11,10.377358490566039,False,False,0.2727272727272727,2.7272727272727266,4.0,,percentage,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,3.0,10,10.434782608695652,False,False,0.3,1.0,5.0,22.0,percentage,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,3,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,9,13.043478260869565,False,False,0.1111111111111111,4.0,0.0,23.0,percentage,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,4,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,8,12.121212121212121,True,True,0.5,-0.75,5.0,24.333333333333332,percentage,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,1,"[7.0, 7.0, 8.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,3.0,11,10.377358490566039,False,False,0.2727272727272727,2.7272727272727266,4.0,,percentage,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,2,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,5.0,10,10.0,False,False,0.5,0.0,6.0,22.0,percentage,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,3,"[7.0, 7.0, 8.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,4.0,9,10.628019323671497,False,False,0.4444444444444444,-1.0,5.0,22.5,percentage,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,4,"[9.0, 9.0, 10.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,2.0,8,14.14141414141414,False,False,0.25,3.25,1.0,22.333333333333332,percentage,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,7,14.917127071823206,True,True,0.14285714285714285,1.1428571428571423,0.0,23.75,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,11,10.194174757281553,False,False,0.2727272727272727,2.2727272727272734,3.0,,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,2,"[8.0, 9.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,2.0,11,10.612244897959183,False,False,0.18181818181818182,3.7272727272727266,1.0,21.0,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,3,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,5.0,10,10.550458715596331,False,False,0.5,1.1999999999999993,1.0,23.5,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,4,"[9.0, 8.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,2.0,9,13.684210526315791,False,False,0.2222222222222222,4.888888888888889,2.0,23.333333333333332,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,5,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,8,17.045454545454543,False,False,0.125,8.0,0.0,24.0,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,6,"[9.0, 9.0, 10.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,1.0,7,16.470588235294116,False,False,0.14285714285714285,3.7142857142857153,0.0,25.2,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7,"[9.0, 8.5, 9.5]",27.0,9.0,8.5,9.5,3,0.408248290463863,3.0,6,17.475728155339805,False,False,0.5,1.25,2.5,25.666666666666668,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,1.0,5,23.107569721115535,False,False,0.2,3.8999999999999986,0.0,25.857142857142858,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,3.0,4,24.894514767932492,False,False,0.75,-0.125,0.5,26.25,percentage,False
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10,"[9.6666, 9.6666, 10.0]",29.3332,9.777733333333334,9.6666,10.0,3,0.1571662672317296,1.0,3,33.976850076853665,True,False,0.3333333333333333,0.5555666666666639,0.0,26.61111111111111,percentage,False
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,1,"[5.0, 4.0, 4.0]",13.0,4.333333333333333,4.0,5.0,3,0.4714045207910317,11.0,11,6.310679611650485,False,False,1.0,-5.727272727272727,11.0,,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,11,8.571428571428571,False,False,0.5454545454545454,-1.2727272727272734,6.0,13.0,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,10,9.63302752293578,False,False,0.6,-0.8000000000000007,3.0,17.0,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,9,11.052631578947368,False,False,0.5555555555555556,-0.11111111111111072,7.0,18.333333333333332,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5,"[6.0, 6.0, 5.0]",17.0,5.666666666666667,5.0,6.0,3,0.4714045207910317,7.0,8,9.659090909090908,False,False,0.875,-5.0,13.0,19.0,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,7,12.352941176470589,False,False,0.8571428571428571,-3.2857142857142847,7.0,18.6,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7,"[6.0, 6.5, 6.5]",19.0,6.333333333333333,6.0,6.5,3,0.23570226039551584,6.0,6,12.297734627831716,False,False,1.0,-6.75,10.5,19.0,percentage,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,"[6.5, 6.5, 6.0]",19.0,6.333333333333333,6.0,6.5,3,0.23570226039551584,5.0,5,15.139442231075698,True,True,1.0,-6.100000000000001,10.0,19.0,percentage,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,1,"[6.0, 5.0, 5.0]",16.0,5.333333333333333,5.0,6.0,3,0.4714045207910317,9.0,11,7.766990291262135,False,False,0.8181818181818182,-2.7272727272727266,8.0,,percentage,False
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,2,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,11.0,11,7.346938775510205,False,False,1.0,-4.272727272727273,9.0,16.0,percentage,False
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,3,"[6.0, 5.0, 5.0]",16.0,5.333333333333333,5.0,6.0,3,0.4714045207910317,10.0,10,7.339449541284404,False,False,1.0,-5.800000000000001,8.0,17.0,percentage,False
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,4,"[6.0, 4.0, 5.0]",15.0,5.0,4.0,6.0,3,0.816496580927726,9.0,9,7.894736842105263,False,False,1.0,-6.111111111111111,13.0,16.666666666666668,percentage,False
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,"[4.0, 5.0, 4.0]",13.0,4.333333333333333,4.0,5.0,3,0.4714045207910317,8.0,8,7.386363636363637,True,True,1.0,-9.0,17.0,16.25,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,11,8.737864077669903,False,False,0.6363636363636364,-0.7272727272727266,6.0,,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,3.0,11,9.795918367346939,False,False,0.2727272727272727,1.7272727272727266,3.0,18.0,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,10,11.009174311926607,False,False,0.1,2.1999999999999993,0.0,21.0,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,4,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,4.0,9,12.105263157894736,False,False,0.4444444444444444,1.8888888888888893,5.0,22.0,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,5,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,8,11.931818181818182,False,False,0.625,-1.0,9.0,22.25,percentage,False
Heather Mills,Jonathan Roberts,Model,Non-US,England,39,4,Eliminated Week 6,7,6,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,5.0,7,13.529411764705882,True,True,0.7142857142857143,-1.2857142857142847,5.0,22.0,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,1,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,3.0,11,10.194174757281553,False,False,0.2727272727272727,2.2727272727272734,3.0,,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,2,"[7.0, 8.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,5.0,11,8.979591836734693,False,False,0.45454545454545453,-0.2727272727272734,5.0,21.0,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,10,11.009174311926607,False,False,0.1,2.1999999999999993,0.0,21.5,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,4,"[7.0, 9.0, 8.0]",24.0,8.0,7.0,9.0,3,0.816496580927726,3.0,9,12.631578947368421,False,False,0.3333333333333333,2.8888888888888893,4.0,22.333333333333332,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,5,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,8,13.636363636363635,False,False,0.5,2.0,6.0,22.75,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,6,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,4.0,7,14.117647058823529,False,False,0.5714285714285714,-0.2857142857142847,4.0,23.0,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,7,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,3.0,6,17.475728155339805,False,False,0.5,1.25,2.5,23.166666666666668,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,8,"[8.0, 7.5, 8.0]",23.5,7.833333333333333,7.5,8.0,3,0.23570226039551584,4.0,5,18.725099601593627,False,False,0.8,-1.6000000000000014,5.5,23.714285714285715,percentage,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,"[9.5, 10.0, 9.5]",29.0,9.666666666666666,9.5,10.0,3,0.23570226039551584,4.0,4,24.47257383966245,True,True,1.0,-0.625,1.0,23.6875,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,1,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,11,11.650485436893204,False,False,0.09090909090909091,5.272727272727273,0.0,,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,3.0,11,9.795918367346939,False,False,0.2727272727272727,1.7272727272727266,3.0,24.0,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,10,11.009174311926607,False,False,0.1,2.1999999999999993,0.0,24.0,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,4,"[10.0, 9.0, 9.0]",28.0,9.333333333333334,9.0,10.0,3,0.4714045207910317,1.0,9,14.736842105263156,False,False,0.1111111111111111,6.888888888888889,0.0,24.0,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,5,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,3.0,8,14.204545454545455,False,False,0.375,3.0,5.0,25.0,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,6,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,3.0,7,15.88235294117647,False,False,0.42857142857142855,2.7142857142857153,1.0,25.0,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,7,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,6,19.093851132686083,False,False,0.16666666666666666,3.75,0.0,25.333333333333332,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8,"[9.5, 9.0, 9.0]",27.5,9.166666666666666,9.0,9.5,3,0.23570226039551584,2.0,5,21.91235059760956,False,False,0.4,2.3999999999999986,1.5,25.928571428571427,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,9,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,4,25.31645569620253,False,False,0.25,0.375,0.0,26.125,percentage,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,10,"[9.6666, 9.3333, 9.6666]",28.6665,9.5555,9.3333,9.6666,3,0.15711912677965145,2.0,3,33.204606818489815,True,False,0.6666666666666666,-0.11113333333333841,0.6667000000000023,26.555555555555557,percentage,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,1,"[6.0, 5.0, 6.0]",17.0,5.666666666666667,5.0,6.0,3,0.4714045207910317,8.0,11,8.25242718446602,False,False,0.7272727272727273,-1.7272727272727266,7.0,,percentage,False
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,11,8.571428571428571,False,False,0.5454545454545454,-1.2727272727272734,6.0,17.0,percentage,False
