celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_withdrew,is_controversial,contestants,weeks,judges,voting_method,is_allstar,active_weeks,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,overall_avg_score,elimination_week,is_finalist,final_rank,total_pageviews,avg_daily_pageviews,ind_Actor/Actress,ind_Athlete,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fitness Instructor,ind_Journalist,ind_Military,ind_Model,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_TV Personality,log_pageviews
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,8.875,8.375,8.875,9.375,9.0,8.0,8.0,9.0,8.5,9.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,7,26.0,6.5,27.0,6.75,29.0,7.25,34.0,8.5,35.5,8.875,34.0,8.5,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.857142857142857,7.0,False,,178034.0,2781.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.089735439158716
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.625,10.125,9.625,9.625,9.0,9.0,9.0,9.0,8.5,9.0,9.0,8.5,9.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,8,24.0,6.0,28.0,7.0,32.0,8.0,34.0,8.5,39.0,9.75,36.0,9.0,35.0,8.75,35.0,8.75,0.0,0.0,0.0,0.0,0.0,,8.21875,8.0,False,,470844.0,7356.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.062284231788697
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.375,10.375,10.375,10.875,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,11.25,11.25,11.25,11.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,False,False,16,10,4,rank,False,10,32.0,8.0,32.0,8.0,33.0,8.25,36.0,9.0,42.0,10.5,40.0,10.0,39.0,9.75,45.0,11.25,40.0,10.0,40.0,10.0,0.0,,9.475,,True,1.0,470844.0,7356.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.062284231788697
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,2,20.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.375,2.0,False,,110157.0,1721.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.609670977827413
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,7.0,7.75,7.75,7.75,7.75,7.0,7.0,7.0,7.0,7.5,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,False,False,16,10,4,rank,False,8,17.0,4.25,27.0,6.75,23.0,5.75,29.0,7.25,31.0,7.75,28.0,7.0,31.5,7.875,29.0,7.25,0.0,0.0,0.0,0.0,0.0,,6.734375,8.0,False,,85859.0,1341.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.360473341778551
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.75,9.25,9.75,9.75,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.0,11.25,10.25,10.25,10.25,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.5,,,,,False,False,16,10,4,rank,False,10,28.0,7.0,28.0,7.0,30.0,7.5,32.0,8.0,38.5,9.625,36.0,9.0,36.5,9.125,42.0,10.5,36.5,9.125,38.0,9.5,0.0,,8.6375,,False,,136614.0,2134.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.824922029753438
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.25,10.25,10.25,10.25,9.0,9.0,9.0,10.0,9.0,9.0,8.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,False,False,16,10,4,rank,False,10,28.0,7.0,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,37.0,9.25,35.5,8.875,40.0,10.0,40.0,10.0,40.0,10.0,0.0,,9.0625,,True,2.0,137227.0,2144.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.829399055084751
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5.0,5.0,5.0,,6.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,2,15.0,5.0,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,2.0,False,,1246745.0,21872.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.036047515061535
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,5,17.0,5.666666666666667,18.0,6.0,26.0,6.5,21.0,7.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,False,,866207.0,15196.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.671880343462337
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,8.0,8.0,8.0,,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,8,16.0,5.333333333333333,15.0,5.0,25.0,6.25,18.0,6.0,24.0,8.0,32.0,8.0,32.5,8.125,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,7.053571428571429,8.0,False,,682230.0,11968.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.433123589153846
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5.0,4.0,4.0,,7.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9.0,8.5,9.0,,False,False,14,11,4,rank,False,11,13.0,4.333333333333333,19.0,6.333333333333333,24.0,6.0,18.0,6.0,21.0,7.0,31.0,7.75,35.0,8.75,36.0,9.0,32.0,8.0,25.5,8.5,26.5,8.833333333333334,7.394736842105263,,False,,604544.0,10606.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.312231387953684
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,9.0,10.0,9.0,,10.25,10.25,11.25,10.25,9.5,9.0,9.5,9.0,10.0,10.0,10.0,10.0,9.75,9.75,10.75,10.75,10.0,10.0,10.0,,10.0,10.0,10.0,,False,False,14,11,4,rank,False,11,18.0,6.0,24.0,8.0,32.0,8.0,27.0,9.0,28.0,9.333333333333334,42.0,10.5,37.0,9.25,40.0,10.0,41.0,10.25,30.0,10.0,30.0,10.0,9.18421052631579,,True,1.0,468697.0,8222.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.057713916779868
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6.0,6.0,6.0,,5.0,5.0,5.0,,5.0,5.0,6.0,6.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,4,18.0,6.0,15.0,5.0,22.0,5.5,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.846153846153846,4.0,False,,347558.0,6097.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.758689713747945
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,1,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,False,,139834.0,2453.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.84821843510139
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4.0,4.0,4.0,,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,3,12.0,4.0,18.0,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,False,,166622.0,2923.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.023489054408223
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,9.75,9.75,9.75,9.75,8.5,8.5,10.0,9.0,8.0,9.0,8.0,8.0,10.75,10.75,10.75,10.75,9.5,9.5,9.5,,10.0,10.0,10.0,,False,False,14,11,4,rank,False,11,21.0,7.0,24.0,8.0,34.0,8.5,24.0,8.0,27.0,9.0,39.0,9.75,36.0,9.0,33.0,8.25,43.0,10.75,28.5,9.5,30.0,10.0,8.93421052631579,,True,2.0,500200.0,8775.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.122765296623978
Lele Pons,Brandon Armstrong,Social Media Personality,Non-US,Venezuela,27,32,Eliminated Week 7,8,6.0,7.0,6.0,,7.0,7.0,7.0,,7.0,6.0,7.0,7.0,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,10.0,9.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,7,19.0,6.333333333333333,21.0,7.0,27.0,6.75,22.0,7.333333333333333,24.0,8.0,37.0,9.25,36.5,9.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.770833333333333,7.0,False,,270624.0,4747.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.508489377738892
Harry Jowsey,Rylee Arnold,TV Personality,Non-US,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,,5.0,5.0,5.0,,6.0,5.0,7.0,6.0,7.0,7.0,7.0,,6.0,6.0,6.0,,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,9,12.0,4.0,15.0,5.0,24.0,6.0,21.0,7.0,18.0,6.0,29.0,7.25,32.0,8.0,28.0,7.0,30.0,7.5,0.0,0.0,0.0,0.0,6.53125,9.0,False,,57964.0,1016.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.967594659104503
Mauricio Umansky,Emma Slater,TV Personality,Non-US,Mexico,53,32,Eliminated Week 6,9,5.0,5.0,5.0,,4.0,4.0,4.0,,7.0,5.0,6.0,5.0,7.0,6.0,6.0,,8.0,8.0,8.0,,8.5,8.5,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,6,15.0,5.0,12.0,4.0,23.0,5.75,19.0,6.333333333333333,24.0,8.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.0,False,,43749.0,767.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.68624689178576
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,,6.0,7.0,7.0,,9.0,8.0,9.0,8.0,8.0,9.0,8.0,,8.0,8.0,8.0,,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,,9.5,10.0,10.0,,False,False,14,11,4,rank,False,11,21.0,7.0,20.0,6.666666666666667,34.0,8.5,25.0,8.333333333333334,24.0,8.0,41.0,10.25,37.0,9.25,42.0,10.5,37.0,9.25,29.0,9.666666666666666,29.5,9.833333333333334,8.93421052631579,,True,3.0,295289.0,5180.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.595713203291366
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,,7.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,2,17.0,5.666666666666667,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,2.0,False,,325333.0,4582.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.692607625905348
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,4.0,5.0,,6.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,3,15.0,5.0,15.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.3,3.0,False,,856433.0,12062.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.660532535983862
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6.0,5.0,5.0,,6.0,4.0,5.0,,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,3,16.0,5.333333333333333,15.0,5.0,21.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.2,3.0,False,,326505.0,4598.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.69620360425259
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8.0,7.0,8.0,,8.0,8.0,8.0,,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,10.0,11.0,11.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,,,,,,,,,,False,False,13,9,4,rank,False,9,23.0,7.666666666666667,24.0,8.0,34.5,8.625,32.0,8.0,27.0,9.0,32.0,10.666666666666666,30.0,10.0,29.0,9.666666666666666,30.0,10.0,0.0,,0.0,,9.017241379310343,,True,3.0,301703.0,4249.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.617201683262776
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,6.5,6.0,6.5,7.0,8.0,7.0,7.0,8.0,8.0,8.0,,11.0,10.0,10.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,7,22.0,7.333333333333333,22.0,7.333333333333333,26.0,6.5,29.0,7.25,24.0,8.0,31.0,10.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.739130434782608,7.0,False,,562549.0,7923.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.240235297999218
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7.0,6.0,7.0,,7.0,7.0,7.0,,7.5,7.5,8.0,7.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,,10.0,9.0,9.0,,8.5,8.5,8.5,,9.0,9.0,9.0,,9.0,9.5,9.5,,,,,,,,,,False,False,13,9,4,rank,False,9,20.0,6.666666666666667,21.0,7.0,30.0,7.5,36.0,9.0,25.5,8.5,28.0,9.333333333333334,25.5,8.5,27.0,9.0,28.0,9.333333333333334,0.0,,0.0,,8.310344827586206,,False,,826409.0,11639.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.624846297391992
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,,8.0,7.0,7.0,,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.5,9.0,8.5,,9.0,8.5,9.0,,10.0,9.5,10.0,,,,,,,,,,False,False,13,9,4,rank,False,9,21.0,7.0,22.0,7.333333333333333,31.0,7.75,33.0,8.25,24.0,8.0,28.0,9.333333333333334,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,0.0,,0.0,,8.344827586206897,,False,,232904.0,3280.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.35838592408338
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,,8.0,8.0,8.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,9.5,9.5,9.5,,,,,,,,,,False,False,13,9,4,rank,False,9,18.0,6.0,21.0,7.0,28.0,7.0,32.0,8.0,26.0,8.666666666666666,24.0,8.0,26.0,8.666666666666666,28.5,9.5,28.5,9.5,0.0,,0.0,,8.0,,True,2.0,1097665.0,15460.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.908696665341285
Anna Delvey,Ezra Sosa,Con artist,Non-US,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,,6.0,5.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,2,18.0,6.0,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.833333333333333,2.0,False,,44330.0,624.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.699439485571743
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,,7.0,6.0,7.0,,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,4,18.0,6.0,20.0,6.666666666666667,30.5,7.625,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.178571428571429,4.0,False,,467113.0,6579.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.054328618209743
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,,7.0,7.0,7.0,,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,5,19.0,6.333333333333333,21.0,7.0,28.0,7.0,32.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.294117647058823,5.0,False,,186615.0,2628.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.136808308628392
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,,6.0,6.0,7.0,,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,,11.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,False,False,13,9,4,rank,False,6,19.0,6.333333333333333,19.0,6.333333333333333,31.0,7.75,32.0,8.0,25.5,8.5,31.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.875,6.0,False,,195230.0,2749.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.181938751827332
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,,11.0,10.0,11.0,,9.0,9.5,9.0,,9.5,10.0,9.5,,9.5,10.0,10.0,,,,,,,,,,False,False,13,9,4,rank,False,9,21.0,7.0,22.0,7.333333333333333,35.0,8.75,36.0,9.0,26.0,8.666666666666666,32.0,10.666666666666666,27.5,9.166666666666666,29.0,9.666666666666666,29.5,9.833333333333334,0.0,,0.0,,8.89655172413793,,True,1.0,178050.0,2507.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.08982530509004
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,2,9.0,4.5,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.0,False,,377518.0,5317.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.841376177530476
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,,,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,8,12.0,6.0,19.0,6.333333333333333,21.0,7.0,21.0,7.0,29.0,7.25,36.0,9.0,35.0,8.75,37.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778,8.0,False,,128483.0,1809.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.763559661946271
